id,id_pelicula,id_usuario,puntuacion,fecha
,s2975,765,5.3,2023-11-01
,s5612,378,9.3,2022-04-01
,s6214,948,2.3,2020-06-01
,s267,256,4.2,2018-07-01
,s4675,928,6.7,2022-05-01
,s5518,953,4.5,2020-02-01
,s675,168,8.1,2022-10-01
,s4252,103,10.0,2022-02-01
,s2120,487,2.4,2021-02-01
,s5483,171,1.4,2019-08-01
,s8429,15,4.0,2021-12-01
,s5880,137,3.0,2022-09-01
,s4778,703,6.6,2019-01-01
,s1550,275,2.4,2020-07-01
,s396,285,7.2,2018-03-01
,s621,489,10.0,2020-04-01
,s4937,318,3.8,2020-07-01
,s6531,711,4.7,2018-11-01
,s6872,802,5.8,2019-08-01
,s2129,312,4.2,2023-03-01
,s8582,45,5.3,2020-05-01
,s131,528,5.5,2019-08-01
,s7480,575,8.9,2019-10-01
,s6095,915,4.4,2022-08-01
,s994,13,6.7,2023-08-01
,s2059,451,5.4,2018-11-01
,s1624,537,3.7,2023-07-01
,s4189,682,4.5,2020-01-01
,s5887,742,9.5,2020-09-01
,s1977,745,1.1,2018-10-01
,s2914,714,7.3,2023-08-01
,s7920,890,5.6,2022-10-01
,s1811,221,5.5,2021-10-01
,s5660,418,9.6,2021-08-01
,s239,229,9.7,2020-07-01
,s3125,860,3.2,2020-02-01
,s3273,243,5.0,2020-06-01
,s6897,460,6.5,2021-01-01
,s1500,371,8.4,2018-09-01
,s7884,575,6.7,2023-09-01
,s2312,598,1.7,2020-02-01
,s2237,588,1.2,2020-06-01
,s5521,227,5.4,2019-06-01
,s8452,322,1.1,2023-02-01
,s3485,472,7.8,2019-10-01
,s2627,67,8.1,2019-11-01
,s3485,174,7.0,2021-03-01
,s1104,923,1.5,2021-04-01
,s1796,469,4.2,2021-04-01
,s3424,149,9.4,2019-01-01
,s2944,239,8.7,2021-10-01
,s3140,819,2.2,2018-05-01
,s6876,851,9.3,2019-03-01
,s8168,44,3.3,2020-06-01
,s3259,672,6.0,2023-02-01
,s7343,702,3.6,2022-01-01
,s6987,678,7.8,2023-10-01
,s6491,282,4.1,2021-03-01
,s7277,30,1.6,2019-01-01
,s4026,176,4.2,2020-05-01
,s3771,911,7.1,2021-01-01
,s6754,117,9.0,2018-12-01
,s5895,106,1.5,2018-10-01
,s743,8,1.1,2022-07-01
,s8563,684,6.5,2019-05-01
,s795,655,7.0,2021-01-01
,s7694,588,8.3,2020-08-01
,s7189,167,9.0,2018-08-01
,s2404,383,4.1,2020-07-01
,s2746,156,7.4,2020-08-01
,s670,814,7.4,2019-05-01
,s4243,62,6.2,2020-05-01
,s8803,751,2.9,2018-10-01
,s7127,949,3.1,2019-03-01
,s3077,373,3.6,2021-09-01
,s6962,377,9.6,2020-07-01
,s6500,102,6.3,2018-08-01
,s5469,964,5.1,2022-12-01
,s180,240,9.7,2018-03-01
,s2346,753,2.5,2020-05-01
,s1479,958,4.5,2019-11-01
,s4469,938,6.4,2019-05-01
,s2673,409,7.6,2020-07-01
,s1041,939,3.0,2023-11-01
,s5096,249,3.9,2019-01-01
,s2136,639,7.6,2023-02-01
,s8689,248,2.4,2023-07-01
,s4007,221,1.9,2019-05-01
,s5863,335,2.6,2019-04-01
,s5543,809,9.3,2020-04-01
,s3031,749,8.8,2018-03-01
,s8113,615,9.8,2022-01-01
,s4054,188,3.5,2019-08-01
,s8553,184,8.3,2021-08-01
,s8331,787,2.5,2023-08-01
,s104,793,7.9,2021-12-01
,s5131,112,2.1,2020-05-01
,s566,531,9.7,2022-11-01
,s2331,556,7.4,2022-03-01
,s1123,495,3.4,2020-05-01
,s6679,817,3.6,2022-04-01
,s6331,297,1.1,2021-05-01
,s2271,732,8.3,2021-05-01
,s570,841,5.1,2018-06-01
,s1514,182,2.8,2023-04-01
,s7527,10,9.0,2018-10-01
,s4726,371,3.6,2023-05-01
,s1232,447,8.4,2022-01-01
,s5306,76,3.1,2022-11-01
,s7618,885,8.8,2019-01-01
,s6722,21,2.1,2018-06-01
,s3759,774,5.7,2020-03-01
,s6854,799,4.9,2022-06-01
,s7649,404,4.8,2018-11-01
,s1568,559,3.7,2018-11-01
,s149,649,1.0,2019-02-01
,s6079,183,5.6,2018-02-01
,s8621,20,4.1,2023-11-01
,s6944,42,9.8,2022-11-01
,s8426,471,2.1,2020-04-01
,s6860,893,7.5,2022-12-01
,s5758,993,8.8,2019-08-01
,s6102,267,7.3,2020-02-01
,s3863,474,6.9,2019-07-01
,s821,818,5.2,2023-08-01
,s7029,166,9.0,2020-11-01
,s5638,286,6.2,2019-05-01
,s6753,729,1.3,2021-07-01
,s3334,706,9.7,2022-07-01
,s2092,186,6.7,2022-09-01
,s6903,627,7.8,2021-09-01
,s6195,403,5.8,2023-12-01
,s5886,536,6.8,2018-09-01
,s4468,530,3.5,2019-10-01
,s8080,194,7.4,2021-01-01
,s7259,722,4.5,2020-06-01
,s6319,342,7.0,2021-07-01
,s5440,457,5.9,2020-06-01
,s625,386,1.6,2018-09-01
,s5111,468,1.4,2018-05-01
,s3605,406,6.6,2019-06-01
,s715,590,3.9,2021-11-01
,s718,440,7.0,2020-07-01
,s6189,291,9.9,2019-04-01
,s3433,678,7.4,2018-05-01
,s6368,66,7.5,2018-01-01
,s3036,359,5.3,2022-08-01
,s834,895,5.1,2020-04-01
,s1010,228,5.3,2023-12-01
,s3794,7,5.8,2019-05-01
,s6136,944,10.0,2018-09-01
,s4851,962,9.4,2019-08-01
,s176,644,8.2,2020-02-01
,s7616,289,4.8,2019-09-01
,s5776,131,1.5,2018-01-01
,s6730,328,1.1,2019-01-01
,s3737,49,9.5,2019-05-01
,s863,344,8.7,2021-02-01
,s2762,738,6.1,2020-04-01
,s8210,109,2.1,2023-07-01
,s5701,732,8.5,2018-10-01
,s2154,511,4.6,2018-09-01
,s6800,34,4.4,2018-05-01
,s6330,127,1.4,2021-02-01
,s6100,5,6.2,2022-05-01
,s3441,225,4.7,2022-05-01
,s3678,738,8.5,2019-06-01
,s7656,11,3.2,2020-04-01
,s1225,786,5.4,2021-08-01
,s2889,894,4.0,2021-05-01
,s1580,330,6.4,2018-01-01
,s8084,576,5.8,2021-12-01
,s3221,307,4.9,2023-05-01
,s895,987,6.3,2018-01-01
,s546,350,4.4,2018-03-01
,s7525,896,1.2,2020-07-01
,s6792,739,3.6,2020-08-01
,s5719,232,2.0,2018-05-01
,s4917,445,8.2,2023-09-01
,s630,847,2.6,2022-04-01
,s8417,151,3.0,2023-04-01
,s6695,416,4.4,2022-03-01
,s5245,476,5.5,2020-07-01
,s5021,965,3.9,2023-04-01
,s5420,315,3.0,2020-07-01
,s8023,274,7.6,2023-07-01
,s8440,821,2.4,2019-01-01
,s6249,398,7.7,2021-12-01
,s2286,426,4.1,2023-10-01
,s2152,728,8.8,2020-08-01
,s6303,375,1.9,2018-11-01
,s6099,666,10.0,2018-08-01
,s4536,75,5.0,2023-04-01
,s5605,37,4.0,2020-04-01
,s4688,157,1.8,2022-09-01
,s8442,960,7.5,2022-04-01
,s6086,916,4.9,2022-12-01
,s898,372,1.2,2023-05-01
,s7176,134,1.1,2023-05-01
,s3634,377,5.7,2020-04-01
,s34,672,9.9,2018-03-01
,s7941,664,2.2,2019-07-01
,s1734,527,9.7,2020-11-01
,s6162,746,2.9,2020-10-01
,s6554,550,4.2,2020-01-01
,s196,500,3.1,2020-03-01
,s3041,672,6.9,2021-09-01
,s7517,317,4.6,2021-12-01
,s632,975,8.4,2023-07-01
,s6660,616,5.5,2019-02-01
,s2440,565,9.5,2022-05-01
,s4304,124,8.3,2022-11-01
,s4413,567,3.3,2018-04-01
,s8073,42,3.2,2023-03-01
,s5026,417,9.0,2021-06-01
,s706,443,8.6,2020-02-01
,s5150,995,9.8,2023-06-01
,s395,300,1.1,2020-03-01
,s6059,966,6.0,2021-12-01
,s616,101,6.0,2019-06-01
,s3594,789,1.9,2022-04-01
,s8486,523,4.0,2023-05-01
,s2880,105,6.9,2023-04-01
,s3637,879,4.3,2019-04-01
,s2937,589,9.4,2021-02-01
,s7056,65,8.3,2018-09-01
,s3746,407,2.0,2018-02-01
,s1534,84,6.9,2021-08-01
,s8467,536,5.9,2018-07-01
,s4674,461,9.2,2018-02-01
,s5620,391,9.1,2022-01-01
,s48,516,8.5,2018-05-01
,s393,660,5.6,2021-02-01
,s3067,22,5.4,2021-04-01
,s4471,748,7.1,2020-11-01
,s3138,675,6.8,2019-11-01
,s2842,994,3.0,2023-11-01
,s5481,162,5.5,2020-12-01
,s3145,50,5.4,2023-10-01
,s7491,697,4.0,2019-07-01
,s2084,593,3.3,2021-11-01
,s8284,819,7.5,2020-12-01
,s8456,610,5.1,2019-10-01
,s6886,758,1.7,2020-05-01
,s5331,507,2.7,2022-05-01
,s516,445,5.3,2018-08-01
,s8295,842,7.1,2020-10-01
,s6968,937,5.8,2020-04-01
,s1840,236,5.0,2021-03-01
,s468,344,1.3,2023-02-01
,s7697,969,1.5,2018-08-01
,s8415,858,6.7,2020-04-01
,s4789,216,4.6,2023-06-01
,s2434,571,4.6,2021-03-01
,s5620,966,3.9,2022-05-01
,s563,80,6.3,2019-02-01
,s1003,106,8.2,2019-12-01
,s3070,336,6.3,2020-04-01
,s66,990,4.7,2021-09-01
,s727,970,5.4,2020-07-01
,s1627,959,8.1,2018-02-01
,s631,811,4.7,2020-04-01
,s4438,414,8.0,2023-06-01
,s2298,623,3.9,2022-10-01
,s8377,596,8.6,2019-01-01
,s3661,488,5.8,2023-03-01
,s299,631,7.6,2018-09-01
,s527,985,4.5,2020-09-01
,s5883,463,7.6,2021-08-01
,s3872,189,4.3,2020-06-01
,s6259,467,2.8,2021-04-01
,s3583,631,8.8,2023-10-01
,s3753,147,1.0,2022-01-01
,s2100,528,7.8,2018-03-01
,s8246,787,9.2,2020-06-01
,s1748,543,3.0,2022-08-01
,s3200,305,2.2,2019-09-01
,s1257,104,9.7,2023-12-01
,s6928,682,4.3,2023-04-01
,s2291,315,2.0,2021-07-01
,s143,780,2.0,2021-09-01
,s3719,645,5.0,2018-05-01
,s7189,569,1.1,2020-06-01
,s433,193,3.0,2020-03-01
,s2832,971,2.3,2022-12-01
,s6074,937,8.8,2022-09-01
,s6395,887,1.0,2022-12-01
,s6892,318,9.4,2020-02-01
,s8476,177,2.2,2023-01-01
,s2456,241,8.8,2023-02-01
,s8302,437,4.2,2021-12-01
,s1926,838,9.5,2023-11-01
,s4118,223,6.8,2020-11-01
,s8326,918,2.3,2018-08-01
,s3215,761,5.1,2018-07-01
,s3055,633,9.0,2018-12-01
,s3119,377,9.0,2018-11-01
,s1825,959,5.4,2019-05-01
,s6056,243,9.7,2018-10-01
,s190,75,3.4,2021-09-01
,s7456,456,9.7,2023-04-01
,s4513,625,4.8,2020-04-01
,s2127,688,9.6,2019-09-01
,s3394,610,7.4,2018-11-01
,s1722,299,3.8,2018-09-01
,s2272,9,4.8,2021-04-01
,s7157,466,9.8,2022-10-01
,s3585,696,1.3,2022-11-01
,s3053,79,1.2,2021-04-01
,s2597,746,5.9,2019-03-01
,s1869,733,8.9,2019-11-01
,s3718,61,3.5,2022-04-01
,s500,261,9.3,2021-04-01
,s8316,106,9.7,2023-02-01
,s685,359,4.0,2019-01-01
,s7427,524,1.2,2023-05-01
,s6890,579,3.1,2021-09-01
,s377,912,9.5,2021-11-01
,s6340,770,6.8,2021-02-01
,s3608,294,3.2,2023-07-01
,s7989,103,2.3,2018-04-01
,s7075,575,9.6,2022-10-01
,s6596,816,3.6,2023-04-01
,s2474,39,4.1,2020-06-01
,s6510,55,3.6,2023-06-01
,s1604,67,9.5,2023-03-01
,s2364,817,5.5,2020-02-01
,s5260,21,3.6,2023-08-01
,s4950,101,8.8,2023-04-01
,s8720,838,5.8,2023-06-01
,s6979,806,5.5,2022-11-01
,s7693,91,3.2,2020-07-01
,s1210,208,8.9,2019-05-01
,s2129,440,1.2,2020-03-01
,s6042,545,4.4,2023-11-01
,s3193,569,9.7,2022-03-01
,s647,100,8.8,2018-08-01
,s3610,667,8.6,2019-02-01
,s4717,311,6.5,2022-05-01
,s3059,709,1.6,2020-10-01
,s1920,951,8.6,2021-10-01
,s2576,812,3.4,2020-01-01
,s1811,175,5.2,2020-03-01
,s725,293,6.9,2019-11-01
,s3281,277,4.5,2023-02-01
,s2993,57,2.1,2020-10-01
,s1830,573,5.7,2021-10-01
,s5212,966,6.9,2021-03-01
,s999,638,7.3,2022-01-01
,s3143,159,4.4,2018-05-01
,s6467,902,8.1,2022-09-01
,s2422,247,9.3,2021-08-01
,s1837,577,6.9,2019-08-01
,s1309,420,8.4,2019-12-01
,s297,976,9.4,2020-06-01
,s2739,899,6.7,2021-08-01
,s416,273,2.8,2022-06-01
,s7162,742,2.6,2019-12-01
,s7262,432,5.1,2022-11-01
,s6640,919,5.0,2020-05-01
,s1999,335,1.9,2022-05-01
,s1052,395,4.1,2023-09-01
,s4130,585,6.0,2021-01-01
,s8392,691,6.4,2018-06-01
,s6383,925,8.5,2020-12-01
,s5853,178,3.0,2023-12-01
,s1271,615,5.1,2020-11-01
,s2094,420,8.4,2021-04-01
,s6762,489,6.5,2023-03-01
,s8089,65,10.0,2020-04-01
,s4520,567,4.8,2021-10-01
,s6282,611,6.6,2023-11-01
,s1766,745,9.6,2019-11-01
,s6953,71,9.3,2022-06-01
,s4687,463,5.0,2021-12-01
,s1569,168,9.2,2021-01-01
,s3026,805,3.3,2021-01-01
,s3169,319,5.1,2018-06-01
,s7235,328,8.8,2021-05-01
,s8791,658,7.3,2019-03-01
,s372,701,9.9,2018-03-01
,s7868,309,8.7,2019-07-01
,s1811,269,9.1,2018-06-01
,s2706,801,7.7,2018-11-01
,s3811,419,3.2,2019-01-01
,s2376,742,4.9,2019-10-01
,s1782,906,2.8,2023-02-01
,s8273,425,9.2,2018-10-01
,s6210,493,6.3,2020-06-01
,s7024,950,4.4,2020-10-01
,s3272,618,9.3,2021-06-01
,s1697,209,4.9,2020-07-01
,s3523,778,6.2,2019-09-01
,s5503,107,2.7,2021-02-01
,s1171,428,9.9,2019-10-01
,s6934,445,5.8,2021-02-01
,s3224,75,8.2,2020-09-01
,s7409,939,1.1,2023-08-01
,s4850,578,1.5,2022-10-01
,s1450,816,6.9,2020-11-01
,s7939,325,3.4,2021-05-01
,s2675,666,1.9,2022-12-01
,s424,32,6.6,2021-12-01
,s6254,721,5.8,2019-06-01
,s7915,158,4.0,2021-09-01
,s4617,119,3.9,2019-10-01
,s7729,285,6.0,2021-06-01
,s4420,424,3.9,2022-08-01
,s8043,129,9.4,2022-04-01
,s932,629,5.9,2021-12-01
,s1975,337,6.7,2020-06-01
,s5365,419,4.0,2018-11-01
,s2996,19,4.1,2019-11-01
,s1423,896,6.2,2023-10-01
,s2621,998,2.3,2023-11-01
,s7328,153,2.4,2019-10-01
,s3185,873,5.4,2019-12-01
,s826,916,7.2,2019-12-01
,s296,476,8.3,2023-01-01
,s7712,839,7.3,2022-04-01
,s1293,369,4.4,2021-07-01
,s6641,20,1.4,2023-10-01
,s5434,744,3.6,2019-05-01
,s2625,436,9.5,2022-12-01
,s3567,923,7.3,2020-05-01
,s8762,445,7.9,2020-10-01
,s7385,565,4.0,2021-01-01
,s328,51,4.2,2021-06-01
,s4649,88,9.8,2022-06-01
,s6805,661,9.9,2021-10-01
,s1666,983,1.9,2018-08-01
,s1151,585,4.9,2022-09-01
,s5661,653,1.9,2018-03-01
,s7799,950,1.5,2020-05-01
,s8384,910,7.3,2018-01-01
,s6468,271,5.1,2019-05-01
,s7486,958,4.4,2018-12-01
,s4406,401,9.9,2021-05-01
,s5967,343,7.6,2018-08-01
,s7234,969,3.3,2018-03-01
,s548,414,1.7,2019-10-01
,s3427,302,2.9,2019-10-01
,s654,527,5.6,2019-12-01
,s7957,332,9.1,2018-09-01
,s5853,747,1.2,2019-12-01
,s3694,33,7.5,2018-11-01
,s223,264,2.6,2019-08-01
,s4215,292,1.4,2019-01-01
,s2407,334,9.1,2023-03-01
,s1765,893,3.5,2021-05-01
,s3792,561,7.3,2021-05-01
,s8746,933,3.7,2023-10-01
,s3509,284,5.8,2022-05-01
,s3780,599,7.9,2023-12-01
,s1749,244,8.9,2023-11-01
,s4156,263,6.8,2021-01-01
,s1576,295,2.7,2020-08-01
,s3734,715,2.7,2019-12-01
,s2224,418,7.5,2023-04-01
,s5979,274,1.1,2020-10-01
,s6813,869,9.2,2019-06-01
,s656,346,9.0,2020-08-01
,s3684,896,7.0,2022-03-01
,s7965,680,1.2,2021-10-01
,s1732,76,4.1,2022-01-01
,s1357,431,4.5,2023-02-01
,s2784,194,4.2,2023-06-01
,s1870,441,2.5,2021-04-01
,s4212,191,8.4,2022-07-01
,s4117,473,6.3,2023-03-01
,s531,376,7.5,2021-01-01
,s7554,476,6.5,2020-03-01
,s5632,247,8.3,2018-12-01
,s6739,725,1.6,2018-10-01
,s2673,950,2.0,2020-04-01
,s4007,204,7.9,2020-05-01
,s3398,539,4.0,2021-02-01
,s1637,180,2.0,2022-02-01
,s7506,925,6.9,2023-01-01
,s228,489,5.2,2023-07-01
,s2614,10,7.2,2023-01-01
,s6576,479,6.0,2019-08-01
,s6755,245,5.8,2020-02-01
,s5506,842,9.2,2019-08-01
,s6475,225,8.8,2023-03-01
,s3146,345,7.4,2018-04-01
,s4556,446,2.4,2019-06-01
,s3216,668,6.9,2022-09-01
,s5550,450,4.6,2023-02-01
,s322,408,9.3,2020-11-01
,s1811,393,4.5,2020-10-01
,s2641,765,8.5,2023-06-01
,s5600,365,4.5,2020-06-01
,s2214,273,9.0,2019-09-01
,s414,301,1.8,2019-06-01
,s3084,637,6.8,2022-06-01
,s4333,328,1.7,2021-04-01
,s4234,459,2.6,2019-04-01
,s4096,989,8.1,2023-12-01
,s4812,198,8.7,2022-01-01
,s4597,36,3.9,2018-12-01
,s8577,891,7.2,2019-02-01
,s3480,753,7.5,2018-06-01
,s8221,93,7.2,2020-03-01
,s5527,802,7.9,2019-08-01
,s370,567,5.1,2020-04-01
,s4488,346,1.0,2021-12-01
,s2909,970,9.3,2022-04-01
,s6993,947,2.3,2019-07-01
,s619,356,8.2,2023-03-01
,s5297,291,7.2,2023-08-01
,s8400,11,3.8,2021-05-01
,s5778,163,4.1,2020-08-01
,s3354,691,8.0,2022-12-01
,s4913,5,8.4,2022-12-01
,s1940,62,5.5,2022-05-01
,s4193,5,7.2,2019-08-01
,s8645,831,6.5,2018-09-01
,s319,196,6.7,2023-08-01
,s6526,909,7.3,2023-05-01
,s7178,140,6.6,2019-09-01
,s2651,785,8.6,2020-06-01
,s3241,225,9.6,2021-04-01
,s5669,663,6.3,2021-02-01
,s8616,626,6.3,2019-01-01
,s8165,384,7.2,2022-01-01
,s1661,119,4.0,2019-05-01
,s4149,1000,4.2,2023-03-01
,s8552,479,8.0,2018-01-01
,s3333,720,8.1,2019-08-01
,s3411,632,8.6,2022-05-01
,s6458,588,1.2,2018-02-01
,s139,19,9.3,2020-09-01
,s2230,208,6.4,2021-10-01
,s1103,823,2.7,2019-09-01
,s5443,992,10.0,2022-11-01
,s6296,748,2.5,2023-05-01
,s931,338,9.6,2023-05-01
,s3812,190,5.2,2018-01-01
,s3699,747,9.7,2023-06-01
,s3779,242,9.8,2023-01-01
,s5705,618,6.4,2018-07-01
,s8373,620,2.3,2020-07-01
,s4246,174,3.3,2021-03-01
,s8173,954,1.3,2021-04-01
,s3653,480,3.0,2019-11-01
,s462,332,1.7,2019-04-01
,s172,742,2.1,2019-07-01
,s680,334,4.2,2022-04-01
,s3130,598,7.4,2020-04-01
,s2989,504,3.3,2021-08-01
,s1566,778,2.7,2021-07-01
,s8116,562,5.5,2022-03-01
,s1519,843,10.0,2020-02-01
,s6389,841,7.2,2019-05-01
,s5737,999,9.9,2018-06-01
,s8025,687,2.5,2020-03-01
,s2328,634,3.2,2023-08-01
,s1796,688,5.4,2022-01-01
,s181,440,7.4,2022-05-01
,s7381,744,5.2,2020-01-01
,s7543,581,7.5,2021-07-01
,s3875,157,9.5,2022-02-01
,s166,461,7.6,2020-04-01
,s1833,819,3.4,2022-09-01
,s8114,478,8.0,2022-01-01
,s6859,158,9.1,2021-12-01
,s6773,980,6.4,2019-04-01
,s2069,461,1.0,2022-03-01
,s7440,75,9.7,2020-07-01
,s3719,303,2.3,2018-04-01
,s8751,126,2.2,2020-09-01
,s937,116,9.0,2022-11-01
,s4052,542,4.5,2018-11-01
,s5465,198,4.5,2019-03-01
,s1512,205,7.2,2020-08-01
,s5422,669,6.3,2022-08-01
,s7758,999,6.5,2019-02-01
,s177,511,8.8,2019-08-01
,s139,292,4.9,2021-08-01
,s7833,819,2.2,2019-10-01
,s6447,255,8.8,2021-03-01
,s6938,979,5.9,2023-03-01
,s4336,34,5.3,2020-07-01
,s3165,678,9.7,2020-12-01
,s1071,689,4.4,2018-11-01
,s820,629,5.9,2019-12-01
,s8755,257,7.3,2020-06-01
,s7079,115,6.6,2018-02-01
,s6359,136,1.4,2023-01-01
,s2890,62,7.6,2023-04-01
,s6316,257,2.7,2023-06-01
,s7752,937,9.9,2022-10-01
,s1072,484,5.6,2022-11-01
,s7168,703,8.2,2020-03-01
,s7705,648,7.0,2018-11-01
,s4242,166,2.3,2018-02-01
,s1805,490,7.5,2019-10-01
,s380,84,8.4,2022-05-01
,s1533,442,6.9,2023-10-01
,s3972,991,3.8,2021-10-01
,s8792,369,5.8,2020-09-01
,s4173,823,7.3,2023-06-01
,s2382,819,7.2,2018-03-01
,s214,442,8.9,2023-06-01
,s7737,460,8.6,2020-03-01
,s1255,165,3.9,2018-12-01
,s29,762,7.8,2021-06-01
,s231,310,7.3,2023-06-01
,s2660,524,2.2,2018-08-01
,s759,43,6.9,2020-08-01
,s8067,831,3.7,2020-10-01
,s1585,47,1.4,2023-10-01
,s3321,569,2.0,2021-07-01
,s2489,125,6.7,2020-08-01
,s8326,338,1.6,2020-01-01
,s5402,450,8.8,2021-12-01
,s4671,410,10.0,2019-07-01
,s8002,456,3.4,2023-08-01
,s4234,40,9.9,2021-08-01
,s6349,918,3.4,2021-03-01
,s169,967,8.6,2018-08-01
,s4210,999,1.1,2018-10-01
,s6734,807,1.2,2021-08-01
,s7671,688,8.6,2019-01-01
,s5635,829,2.7,2020-11-01
,s1836,660,9.3,2021-05-01
,s5850,886,3.3,2019-08-01
,s1970,561,3.6,2022-07-01
,s2938,705,9.3,2023-08-01
,s2302,940,4.0,2018-02-01
,s6587,558,9.7,2021-05-01
,s5511,187,1.9,2022-06-01
,s2551,222,8.6,2018-07-01
,s5719,227,1.8,2020-12-01
,s6528,607,5.4,2022-11-01
,s7937,152,3.8,2023-09-01
,s2022,603,7.7,2021-08-01
,s6419,388,7.9,2023-08-01
,s7151,481,5.6,2020-04-01
,s403,806,9.6,2021-03-01
,s7999,955,1.8,2019-04-01
,s4835,670,4.1,2021-11-01
,s663,660,2.0,2021-09-01
,s1833,391,5.8,2022-05-01
,s7759,691,6.6,2020-04-01
,s76,434,4.1,2021-08-01
,s7128,859,4.5,2019-04-01
,s452,160,3.6,2023-05-01
,s8595,832,2.7,2019-02-01
,s6731,668,5.0,2023-10-01
,s4600,392,9.7,2020-03-01
,s3326,611,9.9,2021-08-01
,s4597,864,7.3,2022-05-01
,s4844,873,7.7,2019-06-01
,s2502,851,1.0,2023-07-01
,s1877,808,1.0,2021-11-01
,s8392,925,4.9,2021-11-01
,s7615,989,4.7,2019-01-01
,s1860,540,3.2,2023-11-01
,s4917,883,5.1,2022-05-01
,s2972,280,3.3,2022-01-01
,s2008,416,9.4,2022-12-01
,s8076,166,9.4,2020-08-01
,s5232,61,1.0,2022-08-01
,s21,89,1.5,2022-12-01
,s2700,254,4.2,2020-06-01
,s7826,355,1.7,2020-07-01
,s5446,570,2.2,2019-09-01
,s8167,743,4.9,2022-01-01
,s1757,761,7.4,2019-10-01
,s7752,591,5.9,2018-07-01
,s806,237,6.9,2018-06-01
,s8659,635,5.5,2019-03-01
,s7713,201,7.8,2019-06-01
,s3128,216,1.9,2021-06-01
,s418,288,8.5,2023-05-01
,s4884,411,2.3,2019-04-01
,s3742,636,4.6,2022-08-01
,s3873,663,8.1,2018-10-01
,s3229,553,4.1,2023-06-01
,s5400,62,1.7,2021-06-01
,s2840,856,3.6,2018-03-01
,s2632,49,9.6,2019-06-01
,s4220,150,9.1,2018-05-01
,s7833,802,8.2,2018-02-01
,s6148,777,5.3,2019-10-01
,s5388,295,5.4,2020-09-01
,s1541,530,3.8,2021-06-01
,s3873,662,4.9,2023-05-01
,s7139,610,5.6,2021-02-01
,s940,423,2.5,2018-04-01
,s6037,238,8.4,2023-06-01
,s2084,599,9.4,2020-04-01
,s5386,552,7.3,2019-05-01
,s6380,72,7.7,2021-04-01
,s4871,167,4.8,2022-08-01
,s6375,306,4.1,2020-07-01
,s3253,503,8.2,2021-12-01
,s4799,851,2.6,2018-12-01
,s6828,420,5.9,2018-12-01
,s4796,225,8.1,2020-08-01
,s3255,919,10.0,2022-04-01
,s891,226,3.5,2022-09-01
,s82,483,3.5,2021-12-01
,s3618,943,9.4,2019-01-01
,s7129,416,2.1,2023-10-01
,s4091,851,1.3,2018-09-01
,s2471,822,6.5,2020-10-01
,s527,572,5.5,2020-07-01
,s4364,850,7.6,2020-04-01
,s1663,653,2.6,2022-12-01
,s1382,695,8.4,2023-11-01
,s2640,946,3.5,2018-04-01
,s2404,460,3.2,2020-01-01
,s7009,207,8.8,2020-10-01
,s6929,636,2.4,2020-05-01
,s6756,638,4.5,2018-10-01
,s6267,5,9.2,2019-06-01
,s8111,589,4.3,2020-01-01
,s8239,475,5.8,2023-01-01
,s5435,497,8.2,2019-10-01
,s7364,942,9.2,2019-10-01
,s4344,66,8.4,2020-02-01
,s2360,747,4.7,2020-11-01
,s2569,86,1.7,2020-07-01
,s334,162,4.7,2021-02-01
,s3689,68,7.8,2021-01-01
,s953,341,9.1,2021-03-01
,s4058,798,9.5,2021-11-01
,s2127,431,6.8,2019-05-01
,s6011,572,2.5,2019-03-01
,s2593,330,4.7,2020-12-01
,s3465,930,9.8,2019-04-01
,s5478,209,4.8,2019-02-01
,s8219,257,8.4,2023-03-01
,s5520,165,2.3,2023-05-01
,s7260,270,8.6,2022-07-01
,s2386,603,1.2,2018-06-01
,s5210,800,2.9,2023-03-01
,s730,630,3.6,2022-10-01
,s5185,377,8.3,2023-02-01
,s527,758,9.7,2021-05-01
,s6345,720,9.1,2021-03-01
,s8557,431,9.1,2022-07-01
,s6965,59,7.0,2022-02-01
,s2015,783,8.2,2018-09-01
,s663,645,3.8,2021-06-01
,s2437,646,8.9,2019-06-01
,s41,468,8.9,2018-05-01
,s1032,811,5.4,2019-05-01
,s8353,388,8.7,2021-07-01
,s2134,490,1.3,2020-11-01
,s5923,70,6.6,2019-02-01
,s6291,993,1.3,2019-08-01
,s6189,331,7.4,2022-03-01
,s7285,71,4.0,2020-05-01
,s5774,409,7.5,2019-01-01
,s2229,76,3.6,2019-01-01
,s3870,30,9.8,2018-08-01
,s2674,195,1.8,2021-07-01
,s5920,264,9.2,2023-04-01
,s770,301,1.1,2018-01-01
,s5644,965,3.6,2021-08-01
,s5380,692,2.9,2023-08-01
,s5188,164,9.5,2018-11-01
,s1510,30,1.3,2022-05-01
,s2927,75,4.2,2018-07-01
,s2272,171,1.1,2019-01-01
,s1193,117,3.5,2022-08-01
,s7621,406,5.8,2023-12-01
,s1628,205,1.6,2022-11-01
,s6095,146,10.0,2023-03-01
,s8306,872,9.7,2023-04-01
,s2861,511,3.3,2018-01-01
,s8275,972,7.1,2021-05-01
,s7641,528,7.4,2021-11-01
,s4079,854,1.0,2023-03-01
,s4318,664,7.3,2023-05-01
,s3541,149,2.7,2020-02-01
,s7608,484,5.6,2020-07-01
,s8458,957,6.2,2022-05-01
